machine_id,timestamp_start,timestamp_end,state,stop_cause,shift,recipe,speed_target,speed_actual,duration_seconds,good_count,reject_count,planned
M01,2026-06-24 00:43:15,2026-06-24 01:07:54,Running,,C,Arancia Rossa 500ml,2400,2211,1479,908,3,False
M01,2026-06-24 01:07:54,2026-06-24 01:49:23,Running,,C,Arancia Rossa 500ml,2400,2246,2489,1553,5,False
M01,2026-06-24 01:49:23,2026-06-24 01:59:38,Stopped,Operator,C,Arancia Rossa 500ml,2400,0,615,0,0,False
M01,2026-06-24 01:59:38,2026-06-24 02:25:30,Running,,C,Arancia Rossa 500ml,2400,2238,1552,965,3,False
M01,2026-06-24 02:25:30,2026-06-24 02:33:16,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,466,0,0,False
M01,2026-06-24 02:33:16,2026-06-24 02:57:08,Running,,C,Arancia Rossa 500ml,2400,2196,1432,874,3,False
M01,2026-06-24 02:57:08,2026-06-24 03:32:45,Running,,C,Arancia Rossa 500ml,2400,2218,2137,1317,5,False
M01,2026-06-24 03:32:45,2026-06-24 04:12:33,Running,,C,Arancia Rossa 500ml,2400,2195,2388,1456,6,False
M01,2026-06-24 04:12:33,2026-06-24 04:37:46,Running,,C,Arancia Rossa 500ml,2400,2192,1513,921,3,False
M01,2026-06-24 04:37:46,2026-06-24 05:21:36,Running,,C,Arancia Rossa 500ml,2400,2232,2630,1631,5,False
M01,2026-06-24 05:21:36,2026-06-24 05:32:10,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,634,0,0,False
M01,2026-06-24 05:32:10,2026-06-24 05:55:02,Running,,C,Arancia Rossa 500ml,2400,2233,1372,851,3,False
M01,2026-06-24 05:55:02,2026-06-24 06:00:00,Idle,,C,Arancia Rossa 500ml,2400,0,298,0,0,False
M01,2026-06-24 06:00:00,2026-06-24 06:35:43,Running,,A,Arancia Rossa 500ml,2400,2230,2143,1327,4,False
M01,2026-06-24 06:35:43,2026-06-24 07:03:01,Running,,A,Arancia Rossa 500ml,2400,2270,1638,1033,4,False
M01,2026-06-24 07:03:01,2026-06-24 07:11:26,Stopped,Supplies,A,Arancia Rossa 500ml,2400,0,505,0,0,False
M01,2026-06-24 07:11:26,2026-06-24 07:17:13,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,347,0,0,False
M01,2026-06-24 07:17:13,2026-06-24 08:08:24,Running,,A,Arancia Rossa 500ml,2400,2260,3071,1928,6,False
M01,2026-06-24 08:08:24,2026-06-24 08:56:29,Running,,A,Arancia Rossa 500ml,2400,2230,2885,1787,5,False
M01,2026-06-24 08:56:29,2026-06-24 09:01:55,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,326,0,0,False
M01,2026-06-24 09:01:55,2026-06-24 09:59:21,Running,,A,Arancia Rossa 500ml,2400,2230,3446,2135,8,False
M01,2026-06-24 09:59:21,2026-06-24 10:26:25,Running,,A,Arancia Rossa 500ml,2400,2234,1624,1008,3,False
M01,2026-06-24 10:26:25,2026-06-24 10:37:50,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,685,0,0,False
M01,2026-06-24 10:37:50,2026-06-24 11:34:32,Running,,A,Arancia Rossa 500ml,2400,2261,3402,2137,8,False
M01,2026-06-24 11:34:32,2026-06-24 12:23:27,Running,,A,Arancia Rossa 500ml,2400,2277,2935,1856,7,False
M01,2026-06-24 12:23:27,2026-06-24 13:19:30,Running,,A,Arancia Rossa 500ml,2400,2191,3363,2047,8,False
M01,2026-06-24 13:19:30,2026-06-24 13:53:10,Running,,A,Arancia Rossa 500ml,2400,2264,2020,1270,5,False
M01,2026-06-24 13:53:10,2026-06-24 14:00:00,Running,,A,Arancia Rossa 500ml,2400,2232,410,254,1,False
M01,2026-06-24 14:00:00,2026-06-24 14:20:26,Stopped,Changeover,B,Lampone Zero 560ml,2200,0,1226,0,0,True
M01,2026-06-24 14:20:26,2026-06-24 15:05:22,Running,,B,Lampone Zero 560ml,2200,2020,2696,1513,6,False
M01,2026-06-24 15:05:22,2026-06-24 15:51:40,Running,,B,Lampone Zero 560ml,2200,2045,2778,1578,6,False
M01,2026-06-24 15:51:40,2026-06-24 16:21:04,Running,,B,Lampone Zero 560ml,2200,2035,1764,997,3,False
M01,2026-06-24 16:21:04,2026-06-24 16:34:41,Stopped,Supplies,B,Lampone Zero 560ml,2200,0,817,0,0,False
M01,2026-06-24 16:34:41,2026-06-24 16:56:33,Running,,B,Lampone Zero 560ml,2200,2027,1312,739,3,False
M01,2026-06-24 16:56:33,2026-06-24 17:17:14,Running,,B,Lampone Zero 560ml,2200,2044,1241,705,3,False
M01,2026-06-24 17:17:14,2026-06-24 17:50:55,Running,,B,Lampone Zero 560ml,2200,2076,2021,1165,3,False
M01,2026-06-24 17:50:55,2026-06-24 18:00:09,Stopped,Starvation,B,Lampone Zero 560ml,2200,0,554,0,0,False
M01,2026-06-24 18:00:09,2026-06-24 18:35:49,Running,,B,Lampone Zero 560ml,2200,2008,2140,1194,4,False
M01,2026-06-24 18:35:49,2026-06-24 19:31:16,Running,,B,Lampone Zero 560ml,2200,2031,3327,1877,6,False
M01,2026-06-24 19:31:16,2026-06-24 20:11:45,Running,,B,Lampone Zero 560ml,2200,2073,2429,1399,5,False
M01,2026-06-24 20:11:45,2026-06-24 20:55:08,Running,,B,Lampone Zero 560ml,2200,2021,2603,1461,5,False
M01,2026-06-24 20:55:08,2026-06-24 21:28:39,Running,,B,Lampone Zero 560ml,2200,2023,2011,1130,4,False
M01,2026-06-24 21:28:39,2026-06-24 21:58:13,Running,,B,Lampone Zero 560ml,2200,2062,1774,1016,4,False
M01,2026-06-24 21:58:13,2026-06-24 22:00:00,Idle,,B,Lampone Zero 560ml,2200,0,107,0,0,False
M01,2026-06-24 22:00:00,2026-06-24 22:35:35,Stopped,Changeover,C,Arancia Rossa 500ml,2400,0,2135,0,0,True
M01,2026-06-24 22:35:35,2026-06-24 23:06:28,Running,,C,Arancia Rossa 500ml,2400,2268,1853,1167,4,False
M01,2026-06-24 23:06:28,2026-06-24 23:31:13,Running,,C,Arancia Rossa 500ml,2400,2232,1485,921,4,False
M01,2026-06-24 23:31:13,2026-06-24 23:57:48,Running,,C,Arancia Rossa 500ml,2400,2250,1595,997,4,False
M01,2026-06-24 23:57:48,2026-06-25 00:00:00,Idle,,C,Arancia Rossa 500ml,2400,0,132,0,0,False
M01,2026-06-25 00:00:00,2026-06-25 00:38:47,Running,,C,Arancia Rossa 500ml,2400,2215,2327,1432,5,False
M01,2026-06-25 00:38:47,2026-06-25 01:05:44,Running,,C,Arancia Rossa 500ml,2400,2268,1617,1019,4,False
M01,2026-06-25 01:05:44,2026-06-25 01:46:51,Running,,C,Arancia Rossa 500ml,2400,2202,2467,1509,6,False
M01,2026-06-25 01:46:51,2026-06-25 02:24:54,Running,,C,Arancia Rossa 500ml,2400,2251,2283,1428,4,False
M01,2026-06-25 02:24:54,2026-06-25 02:50:58,Running,,C,Arancia Rossa 500ml,2400,2238,1564,972,4,False
M01,2026-06-25 02:50:58,2026-06-25 03:04:54,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,836,0,0,False
M01,2026-06-25 03:04:54,2026-06-25 03:57:01,Running,,C,Arancia Rossa 500ml,2400,2191,3127,1903,6,False
M01,2026-06-25 03:57:01,2026-06-25 04:32:14,Running,,C,Arancia Rossa 500ml,2400,2214,2113,1299,4,False
M01,2026-06-25 04:32:14,2026-06-25 04:42:09,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,595,0,0,False
M01,2026-06-25 04:42:09,2026-06-25 05:33:33,Running,,C,Arancia Rossa 500ml,2400,2206,3084,1890,7,False
M01,2026-06-25 05:33:33,2026-06-25 05:56:21,Running,,C,Arancia Rossa 500ml,2400,2213,1368,841,2,False
M01,2026-06-25 05:56:21,2026-06-25 06:00:00,Idle,,C,Arancia Rossa 500ml,2400,0,219,0,0,False
M01,2026-06-25 06:00:00,2026-06-25 06:35:25,Stopped,Changeover,A,Lampone Zero 560ml,2200,0,2125,0,0,True
M01,2026-06-25 06:35:25,2026-06-25 06:42:37,Stopped,External,A,Lampone Zero 560ml,2200,0,432,0,0,False
M01,2026-06-25 06:42:37,2026-06-25 06:51:52,Stopped,Fault,A,Lampone Zero 560ml,2200,0,555,0,0,False
M01,2026-06-25 06:51:52,2026-06-25 06:57:29,Stopped,Starvation,A,Lampone Zero 560ml,2200,0,337,0,0,False
M01,2026-06-25 06:57:29,2026-06-25 07:43:25,Running,,A,Lampone Zero 560ml,2200,2050,2756,1569,6,False
M01,2026-06-25 07:43:25,2026-06-25 07:47:38,Stopped,Operator,A,Lampone Zero 560ml,2200,0,253,0,0,False
M01,2026-06-25 07:47:38,2026-06-25 08:28:08,Running,,A,Lampone Zero 560ml,2200,2055,2430,1387,5,False
M01,2026-06-25 08:28:08,2026-06-25 09:04:32,Running,,A,Lampone Zero 560ml,2200,2016,2184,1223,4,False
M01,2026-06-25 09:04:32,2026-06-25 09:07:05,Stopped,Operator,A,Lampone Zero 560ml,2200,0,153,0,0,False
M01,2026-06-25 09:07:05,2026-06-25 09:54:00,Running,,A,Lampone Zero 560ml,2200,2025,2815,1583,6,False
M01,2026-06-25 09:54:00,2026-06-25 10:40:02,Running,,A,Lampone Zero 560ml,2200,2010,2762,1542,6,False
M01,2026-06-25 10:40:02,2026-06-25 10:51:25,Idle,,A,Lampone Zero 560ml,2200,0,683,0,0,False
M01,2026-06-25 10:51:25,2026-06-25 11:49:11,Running,,A,Lampone Zero 560ml,2200,2029,3466,1953,8,False
M01,2026-06-25 11:49:11,2026-06-25 12:09:41,Running,,A,Lampone Zero 560ml,2200,2038,1230,696,3,False
M01,2026-06-25 12:09:41,2026-06-25 12:17:38,Stopped,Starvation,A,Lampone Zero 560ml,2200,0,477,0,0,False
M01,2026-06-25 12:17:38,2026-06-25 13:01:14,Running,,A,Lampone Zero 560ml,2200,2073,2616,1506,5,False
M01,2026-06-25 13:01:14,2026-06-25 13:08:20,Idle,,A,Lampone Zero 560ml,2200,0,426,0,0,False
M01,2026-06-25 13:08:20,2026-06-25 13:32:38,Running,,A,Lampone Zero 560ml,2200,2011,1458,814,3,False
M01,2026-06-25 13:32:38,2026-06-25 13:53:32,Running,,A,Lampone Zero 560ml,2200,2073,1254,722,2,False
M01,2026-06-25 13:53:32,2026-06-25 13:57:49,Stopped,External,A,Lampone Zero 560ml,2200,0,257,0,0,False
M01,2026-06-25 13:57:49,2026-06-25 14:00:00,Idle,,A,Lampone Zero 560ml,2200,0,131,0,0,False
M01,2026-06-25 14:00:00,2026-06-25 14:31:31,Stopped,Changeover,B,Arancia Rossa 500ml,2400,0,1891,0,0,True
M01,2026-06-25 14:31:31,2026-06-25 15:13:30,Running,,B,Arancia Rossa 500ml,2400,2253,2519,1576,5,False
M01,2026-06-25 15:13:30,2026-06-25 15:17:38,Stopped,Starvation,B,Arancia Rossa 500ml,2400,0,248,0,0,False
M01,2026-06-25 15:17:38,2026-06-25 15:56:54,Running,,B,Arancia Rossa 500ml,2400,2264,2356,1482,5,False
M01,2026-06-25 15:56:54,2026-06-25 16:22:33,Running,,B,Arancia Rossa 500ml,2400,2213,1539,946,3,False
M01,2026-06-25 16:22:33,2026-06-25 16:47:36,Running,,B,Arancia Rossa 500ml,2400,2237,1503,934,4,False
M01,2026-06-25 16:47:36,2026-06-25 17:36:01,Running,,B,Arancia Rossa 500ml,2400,2213,2905,1786,8,False
M01,2026-06-25 17:36:01,2026-06-25 17:46:46,Stopped,Starvation,B,Arancia Rossa 500ml,2400,0,645,0,0,False
M01,2026-06-25 17:46:46,2026-06-25 18:28:36,Running,,B,Arancia Rossa 500ml,2400,2264,2510,1579,5,False
M01,2026-06-25 18:28:36,2026-06-25 19:12:37,Running,,B,Arancia Rossa 500ml,2400,2259,2641,1657,7,False
M01,2026-06-25 19:12:37,2026-06-25 19:31:06,Idle,,B,Arancia Rossa 500ml,2400,0,1109,0,0,False
M01,2026-06-25 19:31:06,2026-06-25 20:20:39,Running,,B,Arancia Rossa 500ml,2400,2264,2973,1870,6,False
M01,2026-06-25 20:20:39,2026-06-25 20:47:05,Running,,B,Arancia Rossa 500ml,2400,2233,1586,984,4,False
M01,2026-06-25 20:47:05,2026-06-25 21:46:35,Running,,B,Arancia Rossa 500ml,2400,2192,3570,2174,9,False
M01,2026-06-25 21:46:35,2026-06-25 21:57:11,Stopped,Fault,B,Arancia Rossa 500ml,2400,0,636,0,0,False
M01,2026-06-25 21:57:11,2026-06-25 22:00:00,Idle,,B,Arancia Rossa 500ml,2400,0,169,0,0,False
M01,2026-06-25 22:00:00,2026-06-25 22:11:30,Stopped,External,C,Arancia Rossa 500ml,2400,0,690,0,0,False
M01,2026-06-25 22:11:30,2026-06-25 22:21:08,Idle,,C,Arancia Rossa 500ml,2400,0,578,0,0,False
M01,2026-06-25 22:21:08,2026-06-25 22:43:43,Running,,C,Arancia Rossa 500ml,2400,2268,1355,854,3,False
M01,2026-06-25 22:43:43,2026-06-25 23:11:56,Running,,C,Arancia Rossa 500ml,2400,2220,1693,1044,4,False
M01,2026-06-25 23:11:56,2026-06-25 23:55:27,Running,,C,Arancia Rossa 500ml,2400,2195,2611,1592,6,False
M01,2026-06-25 23:55:27,2026-06-26 00:00:00,Idle,,C,Arancia Rossa 500ml,2400,0,273,0,0,False
M01,2026-06-26 00:00:00,2026-06-26 00:25:45,Running,,C,Arancia Rossa 500ml,2400,2161,1545,927,3,False
M01,2026-06-26 00:25:45,2026-06-26 01:02:33,Running,,C,Arancia Rossa 500ml,2400,2139,2208,1312,5,False
M01,2026-06-26 01:02:33,2026-06-26 01:35:29,Running,,C,Arancia Rossa 500ml,2400,2153,1976,1182,4,False
M01,2026-06-26 01:35:29,2026-06-26 01:45:49,Stopped,Buildup,C,Arancia Rossa 500ml,2400,0,620,0,0,False
M01,2026-06-26 01:45:49,2026-06-26 02:39:49,Running,,C,Arancia Rossa 500ml,2400,2200,3240,1980,6,False
M01,2026-06-26 02:39:49,2026-06-26 03:01:02,Running,,C,Arancia Rossa 500ml,2400,2172,1273,768,3,False
M01,2026-06-26 03:01:02,2026-06-26 03:43:19,Running,,C,Arancia Rossa 500ml,2400,2184,2537,1539,6,False
M01,2026-06-26 03:43:19,2026-06-26 04:05:40,Running,,C,Arancia Rossa 500ml,2400,2166,1341,807,2,False
M01,2026-06-26 04:05:40,2026-06-26 04:10:26,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,286,0,0,False
M01,2026-06-26 04:10:26,2026-06-26 05:09:16,Running,,C,Arancia Rossa 500ml,2400,2127,3530,2086,8,False
M01,2026-06-26 05:09:16,2026-06-26 05:46:01,Running,,C,Arancia Rossa 500ml,2400,2205,2205,1351,6,False
M01,2026-06-26 05:46:01,2026-06-26 05:48:25,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,144,0,0,False
M01,2026-06-26 05:48:25,2026-06-26 06:00:00,Running,,C,Arancia Rossa 500ml,2400,2129,695,411,2,False
M01,2026-06-26 06:00:00,2026-06-26 06:06:05,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,365,0,0,False
M01,2026-06-26 06:06:05,2026-06-26 06:37:28,Running,,A,Arancia Rossa 500ml,2400,2208,1883,1155,3,False
M01,2026-06-26 06:37:28,2026-06-26 06:41:21,Stopped,Buildup,A,Arancia Rossa 500ml,2400,0,233,0,0,False
M01,2026-06-26 06:41:21,2026-06-26 07:38:39,Running,,A,Arancia Rossa 500ml,2400,2149,3438,2052,6,False
M01,2026-06-26 07:38:39,2026-06-26 08:01:34,Running,,A,Arancia Rossa 500ml,2400,2186,1375,835,3,False
M01,2026-06-26 08:01:34,2026-06-26 08:41:42,Running,,A,Arancia Rossa 500ml,2400,2142,2408,1433,4,False
M01,2026-06-26 08:41:42,2026-06-26 09:35:11,Running,,A,Arancia Rossa 500ml,2400,2154,3209,1920,6,False
M01,2026-06-26 09:35:11,2026-06-26 09:39:04,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,233,0,0,False
M01,2026-06-26 09:39:04,2026-06-26 10:30:01,Running,,A,Arancia Rossa 500ml,2400,2128,3057,1807,6,False
M01,2026-06-26 10:30:01,2026-06-26 10:41:18,Idle,,A,Arancia Rossa 500ml,2400,0,677,0,0,False
M01,2026-06-26 10:41:18,2026-06-26 10:43:54,Stopped,Buildup,A,Arancia Rossa 500ml,2400,0,156,0,0,False
M01,2026-06-26 10:43:54,2026-06-26 11:29:50,Running,,A,Arancia Rossa 500ml,2400,2143,2756,1641,5,False
M01,2026-06-26 11:29:50,2026-06-26 11:35:09,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,319,0,0,False
M01,2026-06-26 11:35:09,2026-06-26 11:42:57,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,468,0,0,False
M01,2026-06-26 11:42:57,2026-06-26 11:47:49,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,292,0,0,False
M01,2026-06-26 11:47:49,2026-06-26 12:46:53,Running,,A,Arancia Rossa 500ml,2400,2202,3544,2168,6,False
M01,2026-06-26 12:46:53,2026-06-26 13:41:06,Running,,A,Arancia Rossa 500ml,2400,2185,3253,1974,6,False
M01,2026-06-26 13:41:06,2026-06-26 13:51:17,Stopped,External,A,Arancia Rossa 500ml,2400,0,611,0,0,False
M01,2026-06-26 13:51:17,2026-06-26 14:00:00,Running,,A,Arancia Rossa 500ml,2400,2149,523,312,1,False
M01,2026-06-26 14:00:00,2026-06-26 14:26:07,Stopped,Changeover,B,Lampone Zero 560ml,2200,0,1567,0,0,True
M01,2026-06-26 14:26:07,2026-06-26 15:20:36,Running,,B,Lampone Zero 560ml,2200,1989,3269,1806,6,False
M01,2026-06-26 15:20:36,2026-06-26 15:48:58,Running,,B,Lampone Zero 560ml,2200,2003,1702,947,3,False
M01,2026-06-26 15:48:58,2026-06-26 16:25:49,Running,,B,Lampone Zero 560ml,2200,1984,2211,1219,5,False
M01,2026-06-26 16:25:49,2026-06-26 16:54:26,Running,,B,Lampone Zero 560ml,2200,2027,1717,967,4,False
M01,2026-06-26 16:54:26,2026-06-26 17:30:36,Running,,B,Lampone Zero 560ml,2200,1973,2170,1189,5,False
M01,2026-06-26 17:30:36,2026-06-26 18:21:06,Running,,B,Lampone Zero 560ml,2200,1967,3030,1656,7,False
M01,2026-06-26 18:21:06,2026-06-26 18:34:53,Stopped,Operator,B,Lampone Zero 560ml,2200,0,827,0,0,False
M01,2026-06-26 18:34:53,2026-06-26 19:05:12,Running,,B,Lampone Zero 560ml,2200,1953,1819,987,4,False
M01,2026-06-26 19:05:12,2026-06-26 19:52:15,Running,,B,Lampone Zero 560ml,2200,2025,2823,1588,6,False
M01,2026-06-26 19:52:15,2026-06-26 20:50:22,Running,,B,Lampone Zero 560ml,2200,1967,3487,1905,6,False
M01,2026-06-26 20:50:22,2026-06-26 21:43:58,Running,,B,Lampone Zero 560ml,2200,1977,3216,1766,7,False
M01,2026-06-26 21:43:58,2026-06-26 22:00:00,Running,,B,Lampone Zero 560ml,2200,1970,962,526,1,False
M01,2026-06-26 22:00:00,2026-06-26 22:06:04,Stopped,Buildup,C,Lampone Zero 560ml,2200,0,364,0,0,False
M01,2026-06-26 22:06:04,2026-06-26 22:18:02,Stopped,Buildup,C,Lampone Zero 560ml,2200,0,718,0,0,False
M01,2026-06-26 22:18:02,2026-06-26 22:31:12,Stopped,Starvation,C,Lampone Zero 560ml,2200,0,790,0,0,False
M01,2026-06-26 22:31:12,2026-06-26 22:46:13,Stopped,Starvation,C,Lampone Zero 560ml,2200,0,901,0,0,False
M01,2026-06-26 22:46:13,2026-06-26 23:45:03,Running,,C,Lampone Zero 560ml,2200,2015,3530,1976,6,False
M01,2026-06-26 23:45:03,2026-06-27 00:00:00,Running,,C,Lampone Zero 560ml,2200,1969,897,491,2,False
M01,2026-06-27 00:00:00,2026-06-27 00:25:22,Running,,C,Lampone Zero 560ml,2200,1833,1522,775,2,False
M01,2026-06-27 00:25:22,2026-06-27 00:42:06,Idle,,C,Lampone Zero 560ml,2200,0,1004,0,0,False
M01,2026-06-27 00:42:06,2026-06-27 01:02:33,Running,,C,Lampone Zero 560ml,2200,1848,1227,630,2,False
M01,2026-06-27 01:02:33,2026-06-27 01:08:40,Idle,,C,Lampone Zero 560ml,2200,0,367,0,0,False
M01,2026-06-27 01:08:40,2026-06-27 01:54:49,Running,,C,Lampone Zero 560ml,2200,1822,2769,1401,5,False
