machine_id,timestamp_start,timestamp_end,state,stop_cause,shift,recipe,speed_target,speed_actual,duration_seconds,good_count,reject_count,planned
M01,2026-06-23 10:56:44,2026-06-23 11:56:02,Running,,A,Lampone Zero 560ml,2200,2032,3558,2008,7,False
M01,2026-06-23 11:56:02,2026-06-23 12:23:13,Running,,A,Lampone Zero 560ml,2200,2060,1631,933,3,False
M01,2026-06-23 12:23:13,2026-06-23 13:17:23,Running,,A,Lampone Zero 560ml,2200,2020,3250,1824,8,False
M01,2026-06-23 13:17:23,2026-06-23 13:30:21,Stopped,Starvation,A,Lampone Zero 560ml,2200,0,778,0,0,False
M01,2026-06-23 13:30:21,2026-06-23 13:36:52,Idle,,A,Lampone Zero 560ml,2200,0,391,0,0,False
M01,2026-06-23 13:36:52,2026-06-23 13:57:10,Running,,A,Lampone Zero 560ml,2200,2032,1218,687,3,False
M01,2026-06-23 13:57:10,2026-06-23 14:00:00,Idle,,A,Lampone Zero 560ml,2200,0,170,0,0,False
M01,2026-06-23 14:00:00,2026-06-23 14:26:30,Stopped,Changeover,B,Arancia Rossa 500ml,2400,0,1590,0,0,True
M01,2026-06-23 14:26:30,2026-06-23 15:02:50,Running,,B,Arancia Rossa 500ml,2400,2191,2180,1327,5,False
M01,2026-06-23 15:02:50,2026-06-23 15:36:59,Running,,B,Arancia Rossa 500ml,2400,2218,2049,1262,4,False
M01,2026-06-23 15:36:59,2026-06-23 16:01:15,Running,,B,Arancia Rossa 500ml,2400,2225,1456,900,3,False
M01,2026-06-23 16:01:15,2026-06-23 16:33:32,Running,,B,Arancia Rossa 500ml,2400,2204,1937,1186,4,False
M01,2026-06-23 16:33:32,2026-06-23 17:06:08,Running,,B,Arancia Rossa 500ml,2400,2235,1956,1214,5,False
M01,2026-06-23 17:06:08,2026-06-23 17:08:58,Stopped,Starvation,B,Arancia Rossa 500ml,2400,0,170,0,0,False
M01,2026-06-23 17:08:58,2026-06-23 17:38:56,Running,,B,Arancia Rossa 500ml,2400,2199,1798,1098,4,False
M01,2026-06-23 17:38:56,2026-06-23 18:23:31,Running,,B,Arancia Rossa 500ml,2400,2233,2675,1659,5,False
M01,2026-06-23 18:23:31,2026-06-23 19:00:42,Running,,B,Arancia Rossa 500ml,2400,2275,2231,1410,4,False
M01,2026-06-23 19:00:42,2026-06-23 19:25:40,Running,,B,Arancia Rossa 500ml,2400,2224,1498,925,4,False
M01,2026-06-23 19:25:40,2026-06-23 19:31:35,Stopped,Buildup,B,Arancia Rossa 500ml,2400,0,355,0,0,False
M01,2026-06-23 19:31:35,2026-06-23 20:14:27,Running,,B,Arancia Rossa 500ml,2400,2255,2572,1611,5,False
M01,2026-06-23 20:14:27,2026-06-23 21:10:32,Running,,B,Arancia Rossa 500ml,2400,2213,3365,2069,8,False
M01,2026-06-23 21:10:32,2026-06-23 21:34:08,Running,,B,Arancia Rossa 500ml,2400,2252,1416,886,3,False
M01,2026-06-23 21:34:08,2026-06-23 21:37:53,Stopped,Starvation,B,Arancia Rossa 500ml,2400,0,225,0,0,False
M01,2026-06-23 21:37:53,2026-06-23 21:59:45,Running,,B,Arancia Rossa 500ml,2400,2269,1312,827,3,False
M01,2026-06-23 21:59:45,2026-06-23 22:00:00,Idle,,B,Arancia Rossa 500ml,2400,0,15,0,0,False
M01,2026-06-23 22:00:00,2026-06-23 22:53:21,Running,,C,Arancia Rossa 500ml,2400,2216,3201,1970,6,False
M01,2026-06-23 22:53:21,2026-06-23 23:19:00,Running,,C,Arancia Rossa 500ml,2400,2197,1539,939,3,False
M01,2026-06-23 23:19:00,2026-06-23 23:29:42,Stopped,External,C,Arancia Rossa 500ml,2400,0,642,0,0,False
M01,2026-06-23 23:29:42,2026-06-23 23:40:49,Stopped,External,C,Arancia Rossa 500ml,2400,0,667,0,0,False
M01,2026-06-23 23:40:49,2026-06-24 00:00:00,Running,,C,Arancia Rossa 500ml,2400,2261,1151,723,3,False
M01,2026-06-24 00:00:00,2026-06-24 00:56:27,Running,,C,Arancia Rossa 500ml,2400,2203,3387,2073,8,False
M01,2026-06-24 00:56:27,2026-06-24 01:50:43,Running,,C,Arancia Rossa 500ml,2400,2218,3256,2006,6,False
M01,2026-06-24 01:50:43,2026-06-24 02:32:57,Running,,C,Arancia Rossa 500ml,2400,2241,2534,1577,6,False
M01,2026-06-24 02:32:57,2026-06-24 03:22:36,Running,,C,Arancia Rossa 500ml,2400,2210,2979,1829,5,False
M01,2026-06-24 03:22:36,2026-06-24 04:05:28,Running,,C,Arancia Rossa 500ml,2400,2220,2572,1586,7,False
M01,2026-06-24 04:05:28,2026-06-24 04:10:59,Stopped,External,C,Arancia Rossa 500ml,2400,0,331,0,0,False
M01,2026-06-24 04:10:59,2026-06-24 04:32:29,Running,,C,Arancia Rossa 500ml,2400,2222,1290,796,3,False
M01,2026-06-24 04:32:29,2026-06-24 04:44:38,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,729,0,0,False
M01,2026-06-24 04:44:38,2026-06-24 05:09:17,Running,,C,Arancia Rossa 500ml,2400,2284,1479,938,4,False
M01,2026-06-24 05:09:17,2026-06-24 05:46:24,Running,,C,Arancia Rossa 500ml,2400,2245,2227,1389,6,False
M01,2026-06-24 05:46:24,2026-06-24 06:00:00,Running,,C,Arancia Rossa 500ml,2400,2225,816,504,1,False
M01,2026-06-24 06:00:00,2026-06-24 06:14:06,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,846,0,0,False
M01,2026-06-24 06:14:06,2026-06-24 06:51:45,Running,,A,Arancia Rossa 500ml,2400,2239,2259,1405,6,False
M01,2026-06-24 06:51:45,2026-06-24 07:01:43,Stopped,Buildup,A,Arancia Rossa 500ml,2400,0,598,0,0,False
M01,2026-06-24 07:01:43,2026-06-24 07:42:23,Running,,A,Arancia Rossa 500ml,2400,2261,2440,1532,6,False
M01,2026-06-24 07:42:23,2026-06-24 07:54:50,Stopped,External,A,Arancia Rossa 500ml,2400,0,747,0,0,False
M01,2026-06-24 07:54:50,2026-06-24 08:31:44,Running,,A,Arancia Rossa 500ml,2400,2222,2214,1367,4,False
M01,2026-06-24 08:31:44,2026-06-24 08:34:26,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,162,0,0,False
M01,2026-06-24 08:34:26,2026-06-24 09:19:56,Running,,A,Arancia Rossa 500ml,2400,2254,2730,1709,6,False
M01,2026-06-24 09:19:56,2026-06-24 09:51:17,Running,,A,Arancia Rossa 500ml,2400,2267,1881,1185,4,False
M01,2026-06-24 09:51:17,2026-06-24 10:36:58,Running,,A,Arancia Rossa 500ml,2400,2275,2741,1732,6,False
M01,2026-06-24 10:36:58,2026-06-24 10:51:03,Stopped,Fault,A,Arancia Rossa 500ml,2400,0,845,0,0,False
M01,2026-06-24 10:51:03,2026-06-24 11:11:05,Running,,A,Arancia Rossa 500ml,2400,2267,1202,757,3,False
M01,2026-06-24 11:11:05,2026-06-24 11:41:05,Running,,A,Arancia Rossa 500ml,2400,2267,1800,1134,3,False
M01,2026-06-24 11:41:05,2026-06-24 11:52:04,Stopped,Operator,A,Arancia Rossa 500ml,2400,0,659,0,0,False
M01,2026-06-24 11:52:04,2026-06-24 12:05:15,Stopped,Fault,A,Arancia Rossa 500ml,2400,0,791,0,0,False
M01,2026-06-24 12:05:15,2026-06-24 12:41:48,Running,,A,Arancia Rossa 500ml,2400,2224,2193,1355,4,False
M01,2026-06-24 12:41:48,2026-06-24 13:10:27,Running,,A,Arancia Rossa 500ml,2400,2254,1719,1076,4,False
M01,2026-06-24 13:10:27,2026-06-24 13:14:17,Stopped,Buildup,A,Arancia Rossa 500ml,2400,0,230,0,0,False
M01,2026-06-24 13:14:17,2026-06-24 13:40:32,Running,,A,Arancia Rossa 500ml,2400,2256,1575,987,4,False
M01,2026-06-24 13:40:32,2026-06-24 14:00:00,Running,,A,Arancia Rossa 500ml,2400,2217,1168,719,3,False
M01,2026-06-24 14:00:00,2026-06-24 14:18:44,Stopped,Changeover,B,Lampone Zero 560ml,2200,0,1124,0,0,True
M01,2026-06-24 14:18:44,2026-06-24 14:39:54,Running,,B,Lampone Zero 560ml,2200,2097,1270,740,3,False
M01,2026-06-24 14:39:54,2026-06-24 14:54:19,Stopped,Starvation,B,Lampone Zero 560ml,2200,0,865,0,0,False
M01,2026-06-24 14:54:19,2026-06-24 15:15:13,Running,,B,Lampone Zero 560ml,2200,2097,1254,730,3,False
M01,2026-06-24 15:15:13,2026-06-24 16:03:04,Running,,B,Lampone Zero 560ml,2200,2048,2871,1633,6,False
M01,2026-06-24 16:03:04,2026-06-24 16:40:28,Running,,B,Lampone Zero 560ml,2200,2067,2244,1288,5,False
M01,2026-06-24 16:40:28,2026-06-24 17:29:47,Running,,B,Lampone Zero 560ml,2200,2022,2959,1662,5,False
M01,2026-06-24 17:29:47,2026-06-24 18:14:51,Running,,B,Lampone Zero 560ml,2200,2018,2704,1516,4,False
M01,2026-06-24 18:14:51,2026-06-24 18:49:16,Running,,B,Lampone Zero 560ml,2200,2047,2065,1174,4,False
M01,2026-06-24 18:49:16,2026-06-24 19:16:34,Running,,B,Lampone Zero 560ml,2200,2067,1638,940,4,False
M01,2026-06-24 19:16:34,2026-06-24 19:19:36,Stopped,Starvation,B,Lampone Zero 560ml,2200,0,182,0,0,False
M01,2026-06-24 19:19:36,2026-06-24 19:49:19,Running,,B,Lampone Zero 560ml,2200,2073,1783,1027,3,False
M01,2026-06-24 19:49:19,2026-06-24 20:22:45,Running,,B,Lampone Zero 560ml,2200,2029,2006,1131,4,False
M01,2026-06-24 20:22:45,2026-06-24 20:37:06,Idle,,B,Lampone Zero 560ml,2200,0,861,0,0,False
M01,2026-06-24 20:37:06,2026-06-24 21:30:39,Running,,B,Lampone Zero 560ml,2200,2076,3213,1853,7,False
M01,2026-06-24 21:30:39,2026-06-24 21:55:32,Running,,B,Lampone Zero 560ml,2200,2092,1493,868,3,False
M01,2026-06-24 21:55:32,2026-06-24 22:00:00,Idle,,B,Lampone Zero 560ml,2200,0,268,0,0,False
M01,2026-06-24 22:00:00,2026-06-24 22:49:57,Running,,C,Lampone Zero 560ml,2200,2050,2997,1707,7,False
M01,2026-06-24 22:49:57,2026-06-24 23:15:46,Running,,C,Lampone Zero 560ml,2200,2069,1549,890,4,False
M01,2026-06-24 23:15:46,2026-06-24 23:38:53,Running,,C,Lampone Zero 560ml,2200,2037,1387,785,2,False
M01,2026-06-24 23:38:53,2026-06-24 23:59:01,Running,,C,Lampone Zero 560ml,2200,2084,1208,699,2,False
M01,2026-06-24 23:59:01,2026-06-25 00:00:00,Idle,,C,Lampone Zero 560ml,2200,0,59,0,0,False
M01,2026-06-25 00:00:00,2026-06-25 00:44:29,Running,,C,Lampone Zero 560ml,2200,2035,2669,1509,5,False
M01,2026-06-25 00:44:29,2026-06-25 01:36:24,Running,,C,Lampone Zero 560ml,2200,2042,3115,1767,6,False
M01,2026-06-25 01:36:24,2026-06-25 02:30:26,Running,,C,Lampone Zero 560ml,2200,2066,3242,1861,7,False
M01,2026-06-25 02:30:26,2026-06-25 02:47:55,Idle,,C,Lampone Zero 560ml,2200,0,1049,0,0,False
M01,2026-06-25 02:47:55,2026-06-25 02:55:15,Stopped,External,C,Lampone Zero 560ml,2200,0,440,0,0,False
M01,2026-06-25 02:55:15,2026-06-25 03:04:54,Stopped,Starvation,C,Lampone Zero 560ml,2200,0,579,0,0,False
M01,2026-06-25 03:04:54,2026-06-25 03:27:27,Running,,C,Lampone Zero 560ml,2200,2076,1353,780,2,False
M01,2026-06-25 03:27:27,2026-06-25 04:01:25,Running,,C,Lampone Zero 560ml,2200,2062,2038,1167,4,False
M01,2026-06-25 04:01:25,2026-06-25 04:31:42,Running,,C,Lampone Zero 560ml,2200,2085,1817,1052,3,False
M01,2026-06-25 04:31:42,2026-06-25 04:47:40,Idle,,C,Lampone Zero 560ml,2200,0,958,0,0,False
M01,2026-06-25 04:47:40,2026-06-25 04:50:33,Stopped,Starvation,C,Lampone Zero 560ml,2200,0,173,0,0,False
M01,2026-06-25 04:50:33,2026-06-25 04:57:32,Idle,,C,Lampone Zero 560ml,2200,0,419,0,0,False
M01,2026-06-25 04:57:32,2026-06-25 05:12:34,Idle,,C,Lampone Zero 560ml,2200,0,902,0,0,False
M01,2026-06-25 05:12:34,2026-06-25 05:45:31,Running,,C,Lampone Zero 560ml,2200,2065,1977,1134,4,False
M01,2026-06-25 05:45:31,2026-06-25 05:49:26,Stopped,External,C,Lampone Zero 560ml,2200,0,235,0,0,False
M01,2026-06-25 05:49:26,2026-06-25 06:00:00,Running,,C,Lampone Zero 560ml,2200,2040,634,359,1,False
M01,2026-06-25 06:00:00,2026-06-25 06:02:51,Stopped,Starvation,A,Lampone Zero 560ml,2200,0,171,0,0,False
M01,2026-06-25 06:02:51,2026-06-25 07:02:43,Running,,A,Lampone Zero 560ml,2200,2071,3592,2066,6,False
M01,2026-06-25 07:02:43,2026-06-25 07:38:39,Running,,A,Lampone Zero 560ml,2200,2038,2156,1221,5,False
M01,2026-06-25 07:38:39,2026-06-25 08:15:35,Running,,A,Lampone Zero 560ml,2200,2070,2216,1274,5,False
M01,2026-06-25 08:15:35,2026-06-25 08:44:51,Running,,A,Lampone Zero 560ml,2200,2103,1756,1026,4,False
M01,2026-06-25 08:44:51,2026-06-25 09:38:47,Running,,A,Lampone Zero 560ml,2200,2037,3236,1831,5,False
M01,2026-06-25 09:38:47,2026-06-25 09:46:36,Stopped,Supplies,A,Lampone Zero 560ml,2200,0,469,0,0,False
M01,2026-06-25 09:46:36,2026-06-25 10:28:21,Running,,A,Lampone Zero 560ml,2200,2107,2505,1466,6,False
M01,2026-06-25 10:28:21,2026-06-25 10:54:28,Running,,A,Lampone Zero 560ml,2200,2092,1567,911,4,False
M01,2026-06-25 10:54:28,2026-06-25 11:52:55,Running,,A,Lampone Zero 560ml,2200,2071,3507,2017,8,False
M01,2026-06-25 11:52:55,2026-06-25 12:45:46,Running,,A,Lampone Zero 560ml,2200,2042,3171,1799,6,False
M01,2026-06-25 12:45:46,2026-06-25 13:41:43,Running,,A,Lampone Zero 560ml,2200,2067,3357,1927,6,False
M01,2026-06-25 13:41:43,2026-06-25 14:00:00,Running,,A,Lampone Zero 560ml,2200,2089,1097,637,3,False
M01,2026-06-25 14:00:00,2026-06-25 14:17:24,Stopped,Changeover,B,Arancia Rossa 500ml,2400,0,1044,0,0,True
M01,2026-06-25 14:17:24,2026-06-25 14:33:34,Idle,,B,Arancia Rossa 500ml,2400,0,970,0,0,False
M01,2026-06-25 14:33:34,2026-06-25 14:38:58,Stopped,Starvation,B,Arancia Rossa 500ml,2400,0,324,0,0,False
M01,2026-06-25 14:38:58,2026-06-25 15:33:09,Running,,B,Arancia Rossa 500ml,2400,2262,3251,2043,8,False
M01,2026-06-25 15:33:09,2026-06-25 16:23:15,Running,,B,Arancia Rossa 500ml,2400,2296,3006,1917,6,False
M01,2026-06-25 16:23:15,2026-06-25 17:06:30,Running,,B,Arancia Rossa 500ml,2400,2275,2595,1640,6,False
M01,2026-06-25 17:06:30,2026-06-25 17:27:07,Running,,B,Arancia Rossa 500ml,2400,2294,1237,788,3,False
M01,2026-06-25 17:27:07,2026-06-25 18:21:48,Running,,B,Arancia Rossa 500ml,2400,2292,3281,2089,8,False
M01,2026-06-25 18:21:48,2026-06-25 18:47:19,Running,,B,Arancia Rossa 500ml,2400,2213,1531,941,4,False
M01,2026-06-25 18:47:19,2026-06-25 19:01:04,Stopped,Operator,B,Arancia Rossa 500ml,2400,0,825,0,0,False
M01,2026-06-25 19:01:04,2026-06-25 19:21:13,Running,,B,Arancia Rossa 500ml,2400,2294,1209,770,3,False
M01,2026-06-25 19:21:13,2026-06-25 20:20:49,Running,,B,Arancia Rossa 500ml,2400,2251,3576,2236,9,False
M01,2026-06-25 20:20:49,2026-06-25 20:33:57,Stopped,External,B,Arancia Rossa 500ml,2400,0,788,0,0,False
M01,2026-06-25 20:33:57,2026-06-25 21:08:42,Running,,B,Arancia Rossa 500ml,2400,2241,2085,1298,4,False
M01,2026-06-25 21:08:42,2026-06-25 21:31:37,Running,,B,Arancia Rossa 500ml,2400,2264,1375,865,3,False
M01,2026-06-25 21:31:37,2026-06-25 21:59:59,Running,,B,Arancia Rossa 500ml,2400,2290,1702,1083,5,False
M01,2026-06-25 21:59:59,2026-06-25 22:00:00,Idle,,B,Arancia Rossa 500ml,2400,0,1,0,0,False
M01,2026-06-25 22:00:00,2026-06-25 22:27:46,Running,,C,Arancia Rossa 500ml,2400,2279,1666,1055,4,False
M01,2026-06-25 22:27:46,2026-06-25 23:16:54,Running,,C,Arancia Rossa 500ml,2400,2238,2948,1833,6,False
M01,2026-06-25 23:16:54,2026-06-25 23:51:23,Running,,C,Arancia Rossa 500ml,2400,2215,2069,1273,4,False
M01,2026-06-25 23:51:23,2026-06-26 00:00:00,Running,,C,Arancia Rossa 500ml,2400,2250,517,323,1,False
M01,2026-06-26 00:00:00,2026-06-26 00:19:54,Idle,,C,Arancia Rossa 500ml,2400,0,1194,0,0,False
M01,2026-06-26 00:19:54,2026-06-26 01:14:32,Running,,C,Arancia Rossa 500ml,2400,2305,3278,2099,6,False
M01,2026-06-26 01:14:32,2026-06-26 01:30:09,Idle,,C,Arancia Rossa 500ml,2400,0,937,0,0,False
M01,2026-06-26 01:30:09,2026-06-26 01:43:48,Stopped,Fault,C,Arancia Rossa 500ml,2400,0,819,0,0,False
M01,2026-06-26 01:43:48,2026-06-26 01:49:10,Stopped,Operator,C,Arancia Rossa 500ml,2400,0,322,0,0,False
M01,2026-06-26 01:49:10,2026-06-26 02:38:27,Running,,C,Arancia Rossa 500ml,2400,2249,2957,1847,6,False
M01,2026-06-26 02:38:27,2026-06-26 03:22:31,Running,,C,Arancia Rossa 500ml,2400,2296,2644,1686,5,False
M01,2026-06-26 03:22:31,2026-06-26 03:29:29,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,418,0,0,False
M01,2026-06-26 03:29:29,2026-06-26 04:18:47,Running,,C,Arancia Rossa 500ml,2400,2221,2958,1825,8,False
M01,2026-06-26 04:18:47,2026-06-26 04:55:38,Running,,C,Arancia Rossa 500ml,2400,2237,2211,1374,5,False
M01,2026-06-26 04:55:38,2026-06-26 05:22:57,Running,,C,Arancia Rossa 500ml,2400,2224,1639,1013,4,False
M01,2026-06-26 05:22:57,2026-06-26 05:25:28,Stopped,Starvation,C,Arancia Rossa 500ml,2400,0,151,0,0,False
M01,2026-06-26 05:25:28,2026-06-26 05:45:50,Running,,C,Arancia Rossa 500ml,2400,2260,1222,767,3,False
M01,2026-06-26 05:45:50,2026-06-26 06:00:00,Running,,C,Arancia Rossa 500ml,2400,2226,850,526,2,False
M01,2026-06-26 06:00:00,2026-06-26 06:51:27,Running,,A,Arancia Rossa 500ml,2400,2299,3087,1971,8,False
M01,2026-06-26 06:51:27,2026-06-26 07:26:22,Running,,A,Arancia Rossa 500ml,2400,2285,2095,1330,4,False
M01,2026-06-26 07:26:22,2026-06-26 07:33:22,Stopped,Supplies,A,Arancia Rossa 500ml,2400,0,420,0,0,False
M01,2026-06-26 07:33:22,2026-06-26 07:55:22,Running,,A,Arancia Rossa 500ml,2400,2302,1320,844,3,False
M01,2026-06-26 07:55:22,2026-06-26 08:43:46,Running,,A,Arancia Rossa 500ml,2400,2221,2904,1792,7,False
M01,2026-06-26 08:43:46,2026-06-26 09:08:26,Running,,A,Arancia Rossa 500ml,2400,2294,1480,943,4,False
M01,2026-06-26 09:08:26,2026-06-26 09:11:45,Stopped,Fault,A,Arancia Rossa 500ml,2400,0,199,0,0,False
M01,2026-06-26 09:11:45,2026-06-26 09:57:26,Running,,A,Arancia Rossa 500ml,2400,2244,2741,1709,7,False
M01,2026-06-26 09:57:26,2026-06-26 10:03:08,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,342,0,0,False
M01,2026-06-26 10:03:08,2026-06-26 10:55:51,Running,,A,Arancia Rossa 500ml,2400,2263,3163,1988,6,False
M01,2026-06-26 10:55:51,2026-06-26 11:06:19,Stopped,Starvation,A,Arancia Rossa 500ml,2400,0,628,0,0,False
M01,2026-06-26 11:06:19,2026-06-26 11:15:37,Idle,,A,Arancia Rossa 500ml,2400,0,558,0,0,False
M01,2026-06-26 11:15:37,2026-06-26 12:10:14,Running,,A,Arancia Rossa 500ml,2400,2229,3277,2029,6,False
M01,2026-06-26 12:10:14,2026-06-26 12:56:46,Running,,A,Arancia Rossa 500ml,2400,2261,2792,1754,6,False
M01,2026-06-26 12:56:46,2026-06-26 13:39:27,Running,,A,Arancia Rossa 500ml,2400,2290,2561,1629,7,False
M01,2026-06-26 13:39:27,2026-06-26 13:59:32,Running,,A,Arancia Rossa 500ml,2400,2279,1205,763,3,False
M01,2026-06-26 13:59:32,2026-06-26 14:00:00,Idle,,A,Arancia Rossa 500ml,2400,0,28,0,0,False
M01,2026-06-26 14:00:00,2026-06-26 14:18:58,Stopped,Changeover,B,Lampone Zero 560ml,2200,0,1138,0,0,True
M01,2026-06-26 14:18:58,2026-06-26 15:18:24,Running,,B,Lampone Zero 560ml,2200,2079,3566,2059,8,False
M01,2026-06-26 15:18:24,2026-06-26 16:02:39,Running,,B,Lampone Zero 560ml,2200,2112,2655,1558,5,False
M01,2026-06-26 16:02:39,2026-06-26 16:59:20,Running,,B,Lampone Zero 560ml,2200,2106,3401,1990,8,False
M01,2026-06-26 16:59:20,2026-06-26 17:41:24,Running,,B,Lampone Zero 560ml,2200,2053,2524,1439,5,False
M01,2026-06-26 17:41:24,2026-06-26 18:20:24,Running,,B,Lampone Zero 560ml,2200,2100,2340,1365,5,False
M01,2026-06-26 18:20:24,2026-06-26 18:33:34,Stopped,Starvation,B,Lampone Zero 560ml,2200,0,790,0,0,False
M01,2026-06-26 18:33:34,2026-06-26 19:10:53,Running,,B,Lampone Zero 560ml,2200,2042,2239,1270,5,False
M01,2026-06-26 19:10:53,2026-06-26 20:05:18,Running,,B,Lampone Zero 560ml,2200,2081,3265,1887,6,False
M01,2026-06-26 20:05:18,2026-06-26 20:30:11,Running,,B,Lampone Zero 560ml,2200,2063,1493,856,3,False
M01,2026-06-26 20:30:11,2026-06-26 20:45:14,Stopped,Starvation,B,Lampone Zero 560ml,2200,0,903,0,0,False
M01,2026-06-26 20:45:14,2026-06-26 21:32:02,Running,,B,Lampone Zero 560ml,2200,2111,2808,1647,5,False
M01,2026-06-26 21:32:02,2026-06-26 21:59:47,Running,,B,Lampone Zero 560ml,2200,2092,1665,968,3,False
M01,2026-06-26 21:59:47,2026-06-26 22:00:00,Idle,,B,Lampone Zero 560ml,2200,0,13,0,0,False
M01,2026-06-26 22:00:00,2026-06-26 22:53:42,Running,,C,Lampone Zero 560ml,2200,2096,3222,1876,8,False
M01,2026-06-26 22:53:42,2026-06-26 23:35:44,Running,,C,Lampone Zero 560ml,2200,2097,2522,1469,5,False
M01,2026-06-26 23:35:44,2026-06-26 23:58:08,Running,,C,Lampone Zero 560ml,2200,2093,1344,781,3,False
M01,2026-06-26 23:58:08,2026-06-27 00:00:00,Idle,,C,Lampone Zero 560ml,2200,0,112,0,0,False
M01,2026-06-27 00:00:00,2026-06-27 00:17:21,Idle,,C,Lampone Zero 560ml,2200,0,1041,0,0,False
M01,2026-06-27 00:17:21,2026-06-27 00:23:43,Stopped,External,C,Lampone Zero 560ml,2200,0,382,0,0,False
M01,2026-06-27 00:23:43,2026-06-27 00:41:22,Idle,,C,Lampone Zero 560ml,2200,0,1059,0,0,False
M01,2026-06-27 00:41:22,2026-06-27 00:53:32,Stopped,Starvation,C,Lampone Zero 560ml,2200,0,730,0,0,False
M01,2026-06-27 00:53:32,2026-06-27 01:39:40,Running,,C,Lampone Zero 560ml,2200,2049,2768,1575,6,False
M01,2026-06-27 01:39:40,2026-06-27 02:22:12,Running,,C,Lampone Zero 560ml,2200,2067,2552,1465,5,False
M01,2026-06-27 02:22:12,2026-06-27 02:55:08,Running,,C,Lampone Zero 560ml,2200,2109,1976,1158,5,False
M01,2026-06-27 02:55:08,2026-06-27 03:20:19,Running,,C,Lampone Zero 560ml,2200,2116,1511,888,3,False
M01,2026-06-27 03:20:19,2026-06-27 03:53:11,Running,,C,Lampone Zero 560ml,2200,2118,1972,1160,4,False
M01,2026-06-27 03:53:11,2026-06-27 04:44:39,Running,,C,Lampone Zero 560ml,2200,2052,3088,1760,6,False
M01,2026-06-27 04:44:39,2026-06-27 05:14:44,Running,,C,Lampone Zero 560ml,2200,2060,1805,1033,4,False
M01,2026-06-27 05:14:44,2026-06-27 05:21:42,Stopped,Buildup,C,Lampone Zero 560ml,2200,0,418,0,0,False
M01,2026-06-27 05:21:42,2026-06-27 05:26:47,Stopped,Operator,C,Lampone Zero 560ml,2200,0,305,0,0,False
